

---Begin Timer Report (root)---
Timer Name:          root (running)
Total Time (s):      3827
Stamps Sum:          3827
Self Time (Agg.):    0.05576


Intervals
---------
exploration ........ 2989
skill model training  84.14
rl training ........ 739.3
logging ............ 14.27


Loop Iterations
---------------

Timer:       root

               Total    Mean     Max     Min     Num
              ------  ------  ------  ------  ------
exploration   2988.91   29.89  137.61   27.63     100
skill model training   84.14    0.84    1.59    0.73     100
rl training   739.25    7.39    9.17    6.98     100
logging        14.27    0.14    1.10    0.00      99


Iter.   exploration  skill model    rl training       logging
-----       -------       -------       -------       -------
0            137.61          1.59          8.09          0.00
1             27.63          0.73          6.98          0.00
2             27.73          0.75          7.07          0.00
3             28.05          0.79          7.11          0.00
4             28.11          0.76          7.03          0.79
5             27.94          0.77          7.22          0.00
6             28.14          0.77          7.17          0.00
7             28.10          0.75          6.98          0.00
8             27.97          0.76          7.14          0.00
9             28.09          0.76          7.21          0.67
10            28.30          0.76          7.19          0.00
11            28.41          0.79          7.08          0.00
12            28.26          0.76          7.08          0.00
13            28.00          0.76          7.08          0.00
14            27.97          0.76          7.15          0.76
15            29.78          0.80          7.14          0.00
16            28.17          0.84          7.42          0.00
17            28.43          0.77          7.03          0.00
18            28.16          0.80          7.16          0.00
19            28.12          0.77          7.22          0.74
20            28.15          0.86          7.04          0.00
21            29.23          1.07          7.49          0.00
22            28.19          0.83          7.22          0.00
23            28.16          0.78          7.00          0.00
24            28.10          0.76          7.12          0.67
25            28.56          0.84          7.29          0.00
26            28.26          0.82          7.33          0.00
27            28.61          0.79          7.02          0.00
28            28.29          0.80          7.19          0.00
29            28.25          0.80          7.22          0.66
30            28.40          0.78          7.17          0.00
31            28.22          0.79          7.23          0.00
32            28.33          0.78          7.09          0.00
33            28.23          0.77          7.40          0.00
34            28.50          0.77          7.01          0.64
35            28.21          0.80          7.29          0.00
36            28.28          0.81          7.19          0.00
37            27.91          0.77          7.02          0.00
38            28.25          0.78          7.31          0.00
39            28.07          0.77          7.32          0.70
40            28.33          0.79          7.14          0.00
41            29.56          1.05          7.18          0.00
42            28.21          0.79          7.28          0.00
43            29.19          0.89          7.33          0.00
44            28.45          0.78          7.09          0.78
45            28.97          0.80          7.21          0.00
46            28.17          0.77          7.25          0.00
47            28.23          0.80          7.42          0.00
48            28.77          0.80          7.44          0.00
49            28.91          0.84          7.21          0.70
50            28.94          0.81          7.43          0.00
51            29.24          1.20          7.41          0.00
52            28.75          0.80          7.36          0.00
53            28.60          0.98          7.15          0.00
54            28.73          0.79          7.22          0.73
55            28.48          0.79          7.31          0.00
56            28.32          0.78          7.01          0.00
57            28.35          0.78          7.37          0.00
58            28.98          0.80          7.82          0.00
59            28.35          0.78          7.20          0.69
60            28.71          0.79          7.19          0.00
61            28.35          0.79          7.13          0.00
62            28.39          0.80          7.07          0.00
63            28.30          0.78          7.09          0.00
64            28.25          0.79          7.10          0.66
65            28.35          0.79          7.03          0.00
66            28.34          0.80          7.26          0.00
67            28.22          0.79          7.30          0.00
68            28.24          0.78          7.32          0.00
69            28.25          0.83          7.25          0.72
70            28.16          0.80          7.31          0.00
71            28.16          0.80          7.30          0.00
72            28.26          0.78          7.25          0.00
73            28.82          0.85          7.99          0.00
74            29.04          0.78          7.22          0.70
75            28.02          0.79          7.22          0.00
76            28.17          0.79          7.21          0.00
77            28.04          0.81          7.38          0.00
78            28.02          0.80          7.04          0.00
79            28.12          0.78          6.99          0.96
80            28.06          0.95          8.09          0.00
81            28.77          0.98          7.95          0.00
82            30.35          0.92          7.80          0.00
83            30.29          0.90          7.88          0.00
84            30.14          0.90          7.85          0.75
85            30.39          0.89          7.85          0.00
86            30.50          0.86          7.91          0.00
87            30.36          0.88          8.94          0.00
88            31.17          0.90          8.03          0.00
89            31.03          0.91          7.77          0.74
90            30.24          0.89          7.90          0.00
91            30.11          0.86          7.78          0.00
92            30.31          0.87          8.01          0.00
93            30.12          0.87          7.97          0.00
94            31.61          0.98          7.93          1.10
95            31.02          1.12          8.13          0.00
96            30.85          1.07          7.87          0.00
97            31.04          1.06          8.15          0.00
98            31.42          0.98          8.25          0.00
99            32.24          1.21          9.17              


---End Timer Report (root)---

